Latitude,Longitude
31.030657,121.236586
31.030657,121.236586
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.030657,121.236586
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.030657,121.236586
31.030657,121.236586
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.048845,121.231719
31.048845,121.231719
31.066368,121.2082
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.030657,121.236586
31.030657,121.236586
31.038201,121.216468
31.066368,121.2082
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.280857,121.169253
31.071955,121.234457
31.030657,121.236586
31.087306,121.275545
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.038911,121.226883
31.066368,121.2082
31.087306,121.275545
31.087306,121.275545
31.087306,121.275545
31.087306,121.275545
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.038911,121.226883
31.038911,121.226883
31.08111,121.263537
31.030657,121.236586
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.030657,121.236586
31.030657,121.236586
31.087306,121.275545
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.038201,121.216468
31.066368,121.2082
31.087306,121.275545
31.087306,121.275545
31.087306,121.275545
31.04822,121.231928
31.04822,121.231928
31.038201,121.216468
31.08111,121.263537
31.030657,121.236586
31.087306,121.275545
31.071955,121.234457
31.038201,121.216468
31.066368,121.2082
31.066368,121.2082
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.198093,121.126168
31.071955,121.234457
31.071955,121.234457
31.071955,121.234457
31.038201,121.216468
31.038201,121.216468
31.038201,121.216468
31.030657,121.236586
31.038201,121.216468
